100 8.84403 0.480817 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.36271 4.5196e-06 1.72922
104.713 9.20781 0.480639 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.48735 4.5392e-06 1.90933
109.648 9.75505 0.480467 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.67331 4.60767e-06 2.18248
114.815 10.4763 0.480291 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.94387 4.71871e-06 2.61951
120.226 11.3313 0.480099 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.34788 4.86977e-06 3.37023
125.893 12.122 0.479876 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.94758 5.04324e-06 4.70852
131.826 12.4096 0.479613 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.72268 5.193e-06 6.83845
138.038 11.9578 0.479319 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.45125 5.26747e-06 9.06236
144.544 11.1949 0.479017 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.93934 5.25024e-06 10.183
151.356 10.5444 0.478729 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.22054 5.18676e-06 10.3828
158.489 10.0768 0.478457 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.38475 5.11848e-06 10.2694
165.959 9.74773 0.478199 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.48686 5.05789e-06 10.0985
173.78 9.51266 0.477952 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.55447 5.0061e-06 9.9403
181.97 9.34167 0.477714 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.60175 4.96173e-06 9.80886
190.546 9.21543 0.477482 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.63641 4.92319e-06 9.70358
199.526 9.12125 0.477255 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.66287 4.88916e-06 9.62049
208.93 9.05054 0.477032 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.6838 4.8586e-06 9.5554
218.776 8.99728 0.476812 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.70085 4.83071e-06 9.50466
229.087 8.95715 0.476594 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.71508 4.80488e-06 9.46529
239.883 8.92699 0.476378 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.7272 4.78062e-06 9.4349
251.189 8.90441 0.476164 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.73766 4.75756e-06 9.41159
263.027 8.88762 0.475952 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.74678 4.73541e-06 9.39383
275.423 8.87522 0.47574 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.75479 4.71394e-06 9.38041
288.403 8.86617 0.475529 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.76184 4.69299e-06 9.37036
301.995 8.85965 0.475319 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.76806 4.67241e-06 9.36293
316.228 8.85501 0.475109 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.77354 4.6521e-06 9.3575
331.131 8.85178 0.4749 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.77836 4.63199e-06 9.35359
346.737 8.84959 0.474691 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.7826 4.61201e-06 9.35083
363.078 8.84814 0.474483 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.78629 4.59214e-06 9.34892
380.189 8.84722 0.474275 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.78952 4.57233e-06 9.34763
398.107 8.84667 0.474067 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.79231 4.55259e-06 9.3468
416.869 8.84639 0.47386 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.79472 4.53288e-06 9.34629
436.516 8.84627 0.473653 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.7968 4.51321e-06 9.346
457.088 8.84626 0.473447 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.79858 4.49358e-06 9.34586
478.63 8.84631 0.47324 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.80009 4.47399e-06 9.34582
501.187 8.84639 0.473034 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.80138 4.45444e-06 9.34584
524.807 8.84649 0.472828 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.80247 4.43493e-06 9.34589
549.541 8.84659 0.472622 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.80339 4.41547e-06 9.34596
575.44 8.84668 0.472417 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.80416 4.39606e-06 9.34604
602.56 8.84677 0.472212 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.80481 4.37671e-06 9.34611
630.957 8.84684 0.472007 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.80534 4.35741e-06 9.34617
660.693 8.8469 0.471803 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.80579 4.33818e-06 9.34623
691.831 8.84694 0.471598 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.80617 4.31902e-06 9.34628
724.436 8.84698 0.471394 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.80647 4.29993e-06 9.34631
758.578 8.847 0.471191 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.80673 4.28091e-06 9.34634
794.328 8.84702 0.470987 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.80694 4.26196e-06 9.34636
